
全部源码,#genre#
吉林卫视,http://58.19.182.186:9901/tsfile/live/0116_1.m3u8
江苏卫视,http://58.19.182.186:9901/tsfile/live/0127_1.m3u8
辽宁卫视,http://58.19.182.186:9901/tsfile/live/0121_1.m3u8
宁夏卫视,http://58.19.182.186:9901/tsfile/live/0112_1.m3u8
山东卫视,http://58.19.182.186:9901/tsfile/live/0131_1.m3u8
山西卫视,http://58.19.182.186:9901/tsfile/live/0118_1.m3u8
深圳卫视,http://58.19.182.186:9901/tsfile/live/0126_1.m3u8
四川卫视,http://58.19.182.186:9901/tsfile/live/0123_1.m3u8
天津卫视,http://58.19.182.186:9901/tsfile/live/0114_1.m3u8
云南卫视,http://58.19.182.186:9901/tsfile/live/0119_1.m3u8
浙江卫视,http://58.19.182.186:9901/tsfile/live/0124_1.m3u8
重庆卫视,http://58.19.182.186:9901/tsfile/live/0142_1.m3u8
CHC高清电影,http://58.19.182.186:9901/tsfile/live/1011_1.m3u8
CHC动作电影,http://58.19.182.186:9901/tsfile/live/1009_1.m3u8
CHC家庭影院,http://58.19.182.186:9901/tsfile/live/1010_1.m3u8
党建新闻,http://58.19.182.186:9901/tsfile/live/1001_1.m3u8
湖北综合,http://58.19.182.186:9901/tsfile/live/1014_1.m3u8
湖北经视,http://58.19.182.186:9901/tsfile/live/1016_1.m3u8
湖北生活,http://58.19.182.186:9901/tsfile/live/1017_1.m3u8
湖北公共,http://58.19.182.186:9901/tsfile/live/1018_1.m3u8
湖北教育,http://58.19.182.186:9901/tsfile/live/1005_1.m3u8
襄阳综合,http://58.19.182.186:9901/tsfile/live/1019_1.m3u8
襄阳公共,http://58.19.182.186:9901/tsfile/live/1003_1.m3u8
襄阳经济生活,http://58.19.182.186:9901/tsfile/live/1020_1.m3u8
金鹰纪实,http://58.19.182.186:9901/tsfile/live/1004_1.m3u8

港澳频道,#genre#
港台31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream2/streamPlaylist.m3u8
港台32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
港台33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
港台34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
港台35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
🇹🇼臺灣電視,#genre#
民視,rtmp://9sv2.mine.nu/sat/tv051
台視,rtmp://9sv2.mine.nu/sat/tv071
中視,rtmp://9sv2.mine.nu/sat/tv091
華視,rtmp://9sv2.mine.nu/sat/tv111
TVBS新聞,rtmp://9sv2.mine.nu/sat/tv551
TVBS歡樂,rtmp://9sv2.mine.nu/sat/tv421
東森財經新聞,rtmp://9sv2.mine.nu/sat/tv571
緯來育樂,rtmp://9sv2.mine.nu/sat/tv701
緯來體育,rtmp://9sv2.mine.nu/sat/tv721
ELEVEN1,rtmp://9sv2.mine.nu/sat/tv731
ELEVEN2,rtmp://9sv2.mine.nu/sat/tv741
MOMO綜合,rtmp://9sv2.mine.nu/sat/tv761
緯來日本,rtmp://9sv2.mine.nu/sat/tv771
博斯魅力,rtmp://9sv2.mine.nu/sat/md021
ELTA體育3,rtmp://9sv2.mine.nu/sat/md031
ELEVEN2,rtmp://9sv2.mine.nu/sat/md041
ELTA體育1,rtmp://9sv2.mine.nu/sat/md051
民視,http://seb.sason.top/ptv/ftv.php?id=ms
民視台灣,http://seb.sason.top/ptv/ftv.php?id=tw
民視旅游,http://seb.sason.top/ptv/ftv.php?id=ly
民視第一,http://seb.sason.top/ptv/ftv.php?id=dy
民視新聞,http://seb.sason.top/sc/msxw_fhd.m3u8
民視綜藝,http://seb.sason.top/ptv/ftv.php?id=zy
民視影劇,http://seb.sason.top/ptv/ftv.php?id=yj
三立台灣,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1
三立台灣,http://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664042391~exp=9007200918783382~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=29538a1877a3c3728afe61bcd55b5a7b98f517bb3e2c75f8433b9338fda5b3e3
三立都會,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
三立都會,http://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664042191~exp=9007200918783182~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=957e95920f87270a35afde9e5bd3d25c96af4c19596f0f2cc44ff968b89165c1
天映經典,http://210.210.155.35/qwr9ew/s/s31/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=CCM_Celestial_Classic_MV-
國家地理頻道,http://220.135.124.158:8088/live/18_h265.ts
探索頻道,http://220.135.124.158:8088/live/19_h265.ts
TCL,http://220.135.124.158:8088/live/21_h265.ts
動物星球,http://220.135.124.158:8088/live/22_h265.ts
壹新聞,http://220.135.124.158:8088/live/23_h265.ts
非凡新聞,http://220.135.124.158:8088/live/24_h265.ts
東森幼幼,http://220.135.124.158:8088/live/25_h265.ts
緯來綜合,http://220.135.124.158:8088/live/26_h265.ts
八大第一,http://220.135.124.158:8088/live/27_h265.ts
八大綜合,http://220.135.124.158:8088/live/28_h265.ts
三立台灣,http://220.135.124.158:8088/live/29_h265.ts
三立都會,http://220.135.124.158:8088/live/30_h265.ts
衛視中文,http://220.135.124.158:8088/live/31_h265.ts
東森綜合,http://220.135.124.158:8088/live/32_h265.ts
東森超視,http://220.135.124.158:8088/live/33_h265.ts
中天綜合,http://220.135.124.158:8088/live/36_h265.ts
東風37,http://220.135.124.158:8088/live/37_h265.ts
年代much,http://220.135.124.158:8088/live/38_h265.ts
中天娛樂,http://220.135.124.158:8088/live/39_h265.ts
東森戲劇,http://220.135.124.158:8088/live/40_h265.ts
八大戲劇,http://220.135.124.158:8088/live/41_h265.ts
tvbs歡樂,http://220.135.124.158:8088/live/42_h265.ts
緯來戲劇,http://220.135.124.158:8088/live/43_h265.ts
Jet綜合,http://220.135.124.158:8088/live/45_h265.ts
年代新聞,http://220.135.124.158:8088/live/50_h265.ts
東森新聞,http://220.135.124.158:8088/live/51_h265.ts
ELEVEN1,http://220.135.124.158:8088/live/20_h265.ts
ELEVEN2,http://220.135.124.158:8088/live/52_h265.ts
三立新聞,http://220.135.124.158:8088/live/54_h265.ts
TVBS新聞,http://220.135.124.158:8088/live/55_h265.ts
TVBS,http://220.135.124.158:8088/live/56_h265.ts
東森財經新聞,http://220.135.124.158:8088/live/57_h265.ts
非凡新聞,http://220.135.124.158:8088/live/58_h265.ts
衛視電影,http://220.135.124.158:8088/live/61_h265.ts
緯來電影,http://220.135.124.158:8088/live/63_h265.ts
HBO,http://220.135.124.158:8088/live/65_h265.ts
AXN,http://220.135.124.158:8088/live/67_h265.ts
好萊塢電影,http://220.135.124.158:8088/live/68_h265.ts
Star Movie,http://220.135.124.158:8088/live/69_h265.ts
緯來育樂,http://220.135.124.158:8088/live/70_h265.ts
CINEMAX,http://220.135.124.158:8088/live/71_h265.ts
緯來體育,http://220.135.124.158:8088/live/72_h265.ts
國興衛視,http://220.135.124.158:8088/live/73_h265.ts
緯來日本,http://220.135.124.158:8088/live/77_h265.ts
StarWorld,http://220.135.124.158:8088/live/79_h265.ts
NHK,http://220.135.124.158:8088/live/80_h265.ts
ELEVEN1,http://61.221.81.93:8078/hls/25/80/esport.m3u8
ELEVEN2,http://61.221.81.93:8078/hls/26/80/esport2.m3u8
東森新聞,http://61.221.81.93:8078/hls/33/80/ebcnews.m3u8
東森戲劇,http://61.221.81.93:8078/hls/34/80/ebcdrama.m3u8
中天新聞,http://107.151.203.111:2209/135/hk.php?id=ztxw
東森電影,http://107.151.203.111:2209/135/hk.php?id=dsdyt
東森洋片,http://107.151.203.111:2209/135/hk.php?id=dsypt
龍祥時代,http://107.151.203.111:2209/135/hk.php?id=lxsdt
東森電影,http://162.19.247.76:22222/live/dsdyt/index.m3u8
東森洋片,http://162.19.247.76:22222/live/dsypt/index.m3u8
東森戲劇,http://162.19.247.76:22222/live/dsxj/index.m3u8
中天娛樂,http://162.19.247.76:22222/live/ztyl/index.m3u8
台視,http://162.19.247.76:22222/live/taishi/index.m3u8
中視,http://162.19.247.76:22222/live/zhongshi/index.m3u8
華視,http://162.19.247.76:22222/live/huashi/index.m3u8
東森戲劇,http://162.19.247.76:22222/live/dsxj/index.m3u8
東森電影,http://162.19.247.76:22222/live/dsdyt/index.m3u8
東森洋片,http://162.19.247.76:22222/live/dsypt/index.m3u8
中天亞洲,http://162.19.247.76:22222/live/ztyz/index.m3u8
台視,http://162.19.247.76:22222/live/taishi/index.m3u8
中視,http://162.19.247.76:22222/live/zhongshi/index.m3u8
天映經典,http://162.19.247.76:22222/live/tyjd/index.m3u8
華視,http://162.19.247.76:22222/live/huashi/index.m3u8
華視新聞資訊,http://stream.dsichannel.com/hls/cts-news.m3u8
天映頻道,http://210.210.155.35:80/dr9445/h/h14/01.m3u8
STAR Movie Gold,http://61.221.81.93:8524/hls/65/807/ch843.m3u8
Star World,http://61.221.81.93:8521/hls/65/807/ch843.m3u8
衛視電影,http://61.221.81.93:8523/hls/65/807/ch843.m3u8
東森幼幼,http://61.221.81.93:8525/hls/65/807/ch843.m3u8
八大綜合,http://61.221.81.93:8530/hls/65/807/ch843.m3u8
八大第一,http://61.221.81.93:8531/hls/65/807/ch843.m3u8
年代新聞,http://61.221.81.93:8532/hls/65/807/ch843.m3u8
寰宇新聞,http://61.221.81.93:8513/hls/65/807/ch843.m3u8
東森新聞,http://61.221.81.93:8527/hls/65/807/ch843.m3u8
ELEVEN1,http://61.221.81.93:8534/hls/65/807/ch843.m3u8
ELEVEN2,http://61.221.81.93:8539/hls/65/807/ch843.m3u8
StarWorld,http://61.221.81.93:8078/hls/11/80/fox.m3u8
cinemax,http://61.221.81.93:8078/hls/22/80/cinemax.m3u8
中視,http://61.221.81.93:8078/hls/39/80/gtvdrama.m3u8
東森新聞,http://61.221.81.93:8078/hls/33/80/ebcnews.m3u8
東森綜合,http://61.221.81.93:8078/hls/34/80/ebc.m3u8
東森戲劇,http://61.221.81.93:8078/hls/34/80/ebcdrama.m3u8
中天綜合,http://61.221.81.93:8078/hls/35/80/cti.m3u8
八大戲劇,http://61.221.81.93:8078/hls/38/80/gtvdrama.m3u8
年代MUCH,http://61.221.81.93:8078/hls/27/80/much.m3u8
華視,http://218.32.47.179:18503/.m3u8
國家地理頻道,http://218.32.47.179:18509/.m3u8
東森財經新聞,http://60.251.33.252:8536/.m3u8
中天新聞,http://60.251.33.252:8535/.m3u8
好消息,http://123.51.230.108:18507/.m3u8
緯來體育,http://123.51.230.108:18509/.m3u8
龍華戲劇,http://123.51.230.108:18513/.m3u8
東森財經,http://123.51.230.108:18515/.m3u8
NHK,http://123.51.230.108:18525/.m3u8
東森戲劇,http://123.51.230.108:18538/.m3u8
八大第一,http://123.51.230.108:18539/.m3u8
緯來綜合,http://123.51.230.108:18540/.m3u8
緯來育樂,http://123.51.230.108:18541/.m3u8
台視,http://123.51.230.108:18543/.m3u8
龍華日韓,http://123.51.230.108:18551/.m3u8
東風37,http://123.51.230.108:18560/.m3u8
人間衛視,http://123.51.230.108:18561/.m3u8
大愛,http://123.51.230.108:18567/.m3u8
民視新聞,http://123.51.230.108:18663/.m3u8
東森財經新聞,http://123.51.230.124:8536/.m3u8
中天新聞,http://123.51.230.124:8535/.m3u8
好消息,http://123.51.230.108:18507/.m3u8
緯來體育,http://123.51.230.108:18509/.m3u8
龍華戲劇,http://123.51.230.108:18513/.m3u8
東森財經,http://123.51.230.108:18515/.m3u8
NHK,http://123.51.230.108:18525/.m3u8
東森戲劇,http://123.51.230.108:18538/.m3u8
八大第一,http://123.51.230.108:18539/.m3u8
緯來綜合,http://123.51.230.108:18540/.m3u8
緯來育樂,http://123.51.230.108:18541/.m3u8
台視,http://123.51.230.108:18543/.m3u8
龍華日韓,http://123.51.230.108:18551/.m3u8
東風37,http://123.51.230.108:18560/.m3u8
人間衛視,http://123.51.230.108:18561/.m3u8
大愛,http://123.51.230.108:18567/.m3u8
民視新聞,http://123.51.230.108:18663/.m3u8
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
三立NEWS+,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
寰宇新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
民視新聞台HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
東森財經新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
台視新聞HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
中視新聞HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中視HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV34.m3u8
中視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV42.m3u8
中視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV71.m3u8
中天新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
鏡新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
TVBS NESW,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
TAIWAN PLUS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8
大愛1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV30.m3u8
大愛2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV47.m3u8
原住民族電視台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV35.m3u8
幸福空間居家台HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV41.m3u8
天才衝衝衝,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
豬哥會社,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV72.m3u8
新玫瑰瞳鈴眼,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV76.m3u8
東森購物,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV18.m3u8
東森購物,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV19.m3u8
MOMO1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
MOMO2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
原住民電視,http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500
LOVENATURE,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
快乐频道,#genre#
奥視1,http://125.227.210.55:20845/VideoInput/play.ts
奥視2,http://125.227.210.55:55643/VideoInput/play.ts
奥視3,http://125.227.210.55:62697/VideoInput/play.ts
驚艷台,http://125.227.210.55:57286/VideoInput/play.ts
香蕉台,http://125.227.210.55:22522/VideoInput/play.ts
94,http://220.135.124.158:8088/live/94_h265.ts
95,http://220.135.124.158:8088/live/95_h265.ts
96,http://220.135.124.158:8088/live/96_h265.ts
97,http://220.135.124.158:8088/live/97_h265.ts
98,http://220.135.124.158:8088/live/98_h265.ts
99,http://220.135.124.158:8088/live/99_h265.ts
||XXX|| REDBOX ADULTS 1·**·,http://toronto99.xyz:80/855595245089/661432231111/72138
||XXX|| REDBOX ADULTS 2·**·,http://toronto99.xyz:80/855595245089/661432231111/72139
||XXX|| REDBOX ADULTS 3·**·,http://toronto99.xyz:80/855595245089/661432231111/72140
||XXX|| REDBOX ADULTS 4·**·,http://toronto99.xyz:80/855595245089/661432231111/72141
||XXX|| REDBOX ADULTS 5·**·,http://toronto99.xyz:80/855595245089/661432231111/72142
||XXX|| REDBOX ADULTS 6·**·,http://toronto99.xyz:80/855595245089/661432231111/72143
||XXX|| REDBOX ADULTS 7·**·,http://toronto99.xyz:80/855595245089/661432231111/72144
||XXX|| REDBOX ADULTS 8·**·,http://toronto99.xyz:80/855595245089/661432231111/72145
||XXX|| REDBOX ADULTS 9·**·,http://toronto99.xyz:80/855595245089/661432231111/72146
||XXX|| REDBOX ADULTS 10·**·,http://toronto99.xyz:80/855595245089/661432231111/72147
||XXX|| REDBOX ADULTS 11·**·,http://toronto99.xyz:80/855595245089/661432231111/72148
||XXX|| REDBOX ADULTS 12·**·,http://toronto99.xyz:80/855595245089/661432231111/72149
||XXX|| REDBOX ADULTS 17·**·,http://toronto99.xyz:80/855595245089/661432231111/72154
||XXX|| REDBOX ADULTS 18·**·,http://toronto99.xyz:80/855595245089/661432231111/72155
||XXX|| REDBOX ADULTS 21·**·,http://toronto99.xyz:80/855595245089/661432231111/72158
||XXX|| REDBOX ADULTS 22·**·,http://toronto99.xyz:80/855595245089/661432231111/72159
||XXX|| REDBOX ADULTS 23·**·,http://toronto99.xyz:80/855595245089/661432231111/72160
||XXX|| REDBOX ADULTS 24·**·,http://toronto99.xyz:80/855595245089/661432231111/72161
||XXX|| REDBOX ADULTS 25·**·,http://toronto99.xyz:80/855595245089/661432231111/72162
||XXX|| REDBOX ADULTS 26·**·,http://toronto99.xyz:80/855595245089/661432231111/72163
快乐频道2,#genre#
24H-XXX ADULTO 01,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg667UXD05xAXEHTACsc2L9_Q
24H-XXX ADULTO 02,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg68We3l4gRPVmAVdpePduhp4
24H-XXX ADULTO 03,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg66VCgahJeWmejuI2qaVwe9o
24H-XXX ADULTO 04,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg61bygARVZruOpQOKiOo--9Q
24H-XXX ADULTO 05,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6zuZe_LUcaST4PLxpT74sFs
24H-XXX ADULTO 06,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg62QiZIwQ3iMBjI1cHjtqObU
24H-XXX ADULTO 07,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg69x6WgflspUhSfaeqUs1WYc
24H-XXX ADULTO 08,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg664TLCKf9ljK2JZZfP4JynI
24H-XXX ADULTO 09,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6xJYvOztklRCIymKRyHQTEc
24H-XXX ADULTO 10,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg68TBJvYRsutunsF9GqALcRE
24H-XXX ADULTO 11,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6_bjroWP3_BncZbNHe626F4
24H-XXX ADULTO 12,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg60jUsqLt9EKAzgMaY_wTLks
24H-XXX ADULTO 13,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg69T0TTZuyIJ_3lprbbu4T2s
24H-XXX ADULTO 14,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6yxgXJrHzfBezXQ65m0Fxps
24H-XXX ADULTO 15,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg66E1-sH6mEnyHIH3kAjZhMg
24H-XXX ADULTO 16,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg64EWhF3dKMZyoKN57cXAHqI
24H-XXX ADULTO 17,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6z3P91DO0iWMwXW9PdCqwH0
24H-XXX ADULTO 18,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg69SsUIga5jH18Qtunsos76I
24H-XXX ADULTO 19,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6xbFlDXLaCKiWgkn9y8PDjg
24H-XXX ADULTO 20,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg65nPboupsTAI-jJSyvSPhTw
24H-XXX ADULTO 21,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg65Uzs5rD178L3Pvl3Al5HYk
24H-XXX ADULTO 22,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6yt98Zti3aTMbOi344S1m7w
24H-XXX ADULTO 23,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6310ZSrr8ToTcTe98uUv4-Y
24H-XXX ADULTO 24,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg66OZGq2u4yG1PqxZF0pVvNs
24H-XXX ADULTO 25,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg62MYblhkBVohHQiadYMoEVA
24H-XXX ADULTO 26,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg63WeczUGjMpCQN0Lg4ARlgQ
24H-XXX ADULTO 27,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg65mG29hSyAFJEgCdTB6RXfc
24H-XXX ADULTO 28,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg60UMsLUfs9Keaquj8iOZN0Q
24H-XXX ADULTO 29,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6-L6UDD9dVDo-pVRloWjPlw
24H-XXX ADULTO 30,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg680ZPqU_10ntnudq2NcCgNI
24H-XXX ADULTO 31,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6za0yx_ZoqKV85LuJVw_0Ak
24H-XXX ADULTO 32,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg69UsabJzw06wyCDlf0cFd1Q
24H-XXX ADULTO 33,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6yRLJ-qEoZSpGD6zyVcJjio
24H-XXX ADULTO 34,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6wSAp5YcPzMiTxplKNCf6ZY
24H-XXX ADULTO 35,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6396ANUgrMltrB-_csS0_pM
24H-XXX ADULTO 36,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6w1nAbl_yIAo1kWLR4LueBo
24H-XXX ADULTO 37,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg65X4BJo0w-IPQAh0x-bNers
24H-XXX ADULTO 38,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6yxVFaKphW0WTVs9JCjL3bQ
24H-XXX ADULTO 39,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg69POjQwajlDSUPC6GMYxGDE
24H-XXX ADULTO 40,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg637YnFNv8YdQrCo7KeamLDg
24H-XXX ADULTO GAY 01,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg61kji4AixGyy7EQgbKlLWx0
24H-XXX ADULTO GAY 02,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg669U_EZXyjy5mXq5BIjLHEo
24H-XXX ADULTO GAY 03,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg63pXkLUNnhOEVrCA8DHrmmA
24H-XXX ADULTO GAY 04,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6y8bO1dxQOAcdZO-HwEXM1I
24H-XXX ADULTO GAY 05,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg60ztyQQYmjlNXvAhl730Ra8
24H-XXX ADULTO GAY 06,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg6wriM-pF0Yk6SSilAWvoqw8
24H-XXX ADULTO GAY 07,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg63kLzOt0WQBY22Br-hFrdTk
24H-XXX ADULTO GAY 08,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg64EIZgHfRAI0R5ed3A1ZO4w
24H-XXX ADULTO GAY 09,http://cdn.contentgftp.xyz:80/play/vHlDvO8oWrh_IZWOVsZg60jwl41V5qsfpZuklv5QtL0
